"","Authors","Title","Year","Source","Publisher","QueryDate","Type","DOI","ISSN","Volume","Abstract","generic_drug_name","database"
"410","Supriti Samantaray, Arabinda Das, Denise C Matzelle, Shan P Yu, Ling Wei, Abhay Varma, Swapan K Ray, Naren L Banik","Administration of low dose estrogen attenuates persistent inflammation, promotes angiogenesis, and improves locomotor function following chronic spinal cord injury in rats.",2016,"Journal of neurochemistry",NA,"2021-01-16 14:37:28","Journal Article","10.1111/jnc.13610","1471-4159",137,"Spinal cord injury (SCI) causes loss of neurological function and, depending upon the severity of injury, may lead to paralysis. Currently, no FDA-approved pharmacotherapy is available for SCI. High-dose methylprednisolone is widely used, but this treatment is controversial. We have previously shown that low doses of estrogen reduces inflammation, attenuates cell death, and protects axon and myelin in SCI rats, but its effectiveness in recovery of function is not known. Therefore, the goal of this study was to investigate whether low doses of estrogen in post-SCI would reduce inflammation, protect cells and axons, and improve locomotor function during the chronic phase of injury. Injury (40 g.cm force) was induced at thoracic 10 in young adult male rats. Rats were treated with 10 or 100 μg 17β-estradiol (estrogen) for 7 days following SCI and compared with vehicle-treated injury and laminectomy (sham) controls. Histology (H&E staining), immunohistofluorescence, Doppler laser technique, and Western blotting were used to monitor tissue integrity, gliosis, blood flow, angiogenesis, the expression of angiogenic factors, axonal degeneration, and locomotor function (Basso, Beattie, and Bresnahan rating) following injury. To assess the progression of recovery, rats were sacrificed at 7, 14, or 42 days post injury. A reduction in glial reactivity, attenuation of axonal and myelin damage, protection of cells, increased expression of angiogenic factors and microvessel growth, and improved locomotor function were found following estrogen treatment compared with vehicle-treated SCI rats. These results suggest that treatment with a very low dose of estrogen has significant therapeutic implications for the improvement of locomotor function in chronic SCI. Experimental studies with low dose estrogen therapy in chronic spinal cord injury (SCI) demonstrated the potential for multi-active beneficial outcomes that could ameliorate the degenerative pathways in chronic SCI as shown in (a). Furthermore, the alterations in local spinal blood flow could be significantly alleviated with low dose estrogen therapy. This therapy led to the preservation of the structural integrity of the spinal cord (b), which in turn led to the improved functional recovery as shown (c).","estradiol","pubmed"
"411","Chia-Hong Yeng, Pei-Jarn Chen, Hsiu-Kang Chang, Wei-Yu Lo, Chia-Chun Wu, Chia-Yu Chang, Chih-Ho Chou, Sheng-Hsien Chen","Attenuating spinal cord injury by conditioned medium from human umbilical cord blood-derived CD34⁺ cells in rats.",2016,"Taiwanese journal of obstetrics & gynecology",NA,"2021-01-16 14:37:28","Journal Article","10.1016/j.tjog.2015.12.009","1875-6263",55,"Intravenous or intraspinal transplantation of human umbilical cord blood cells-derived CD34(+) cells (human CD34(+) cells) or mesenchymal stem cells after spinal cord injury (SCI) improved hind limb functional recovery in adult rats. The objective of this study is to ascertain whether SCI in rats can be attenuated by conditioned medium (CM) or secretome obtained from cultured human CD34(+) stem cells. Sprague-Dawley rats were assigned to one of the following five groups: the sham group, the SCI group treated with vehicle solution (SCI + V), the SCI group treated with CM (SCI + CM), the SCI group treated with 17β-estradiol E2 (10 μg; SCI + E2), and the SCI group treated with CM plus E2 (SCI + CM + E2). A 0.5-mL volume of CM or vehicle solution was administered intravenously immediately after SCI. Compared with the sham group, the (SCI + V) group had significantly higher scores of neurological motor dysfunction as well as inflammation apoptosis, oxidative stress, and astrogliosis in the injured spinal cord. The neurological deficits, numbers of apoptotic cell, extent of inflammation, oxidative stress, and astrogliosis in the injured spinal cord were significantly attenuated by CM, E2, or CM plus E2, but not by the vehicle solution. In addition, the neuroprotective effect exerted by a combination of CM and E2 is superior to that exerted by CM- or E2-alone therapy. The neuroprotective effects of CM from cultured human CD34(+) cells are similar to those of human CD34(+) cells and the CM was found to enhance the neuroprotective effects of E2 in rat SCI.","estradiol","pubmed"
"412","Chao-Wei Lin, Bi Chen, Ke-Lun Huang, Yu-Sen Dai, Hong-Lin Teng","Inhibition of Autophagy by Estradiol Promotes Locomotor Recovery after Spinal Cord Injury in Rats.",2016,"Neuroscience bulletin",NA,"2021-01-16 14:37:28","Journal Article","10.1007/s12264-016-0017-x","1995-8218",32,"17β-estradiol (E2) has been shown to have neuroprotective effects in different central nervous system diseases. The mechanisms underlying estrogen neuroprotection in spinal cord injury (SCI) remain unclear. Previous studies have shown that autophagy plays a crucial role in the course of nerve injury. In this study, we showed that E2 treatment improved the restoration of locomotor function and decreased the loss of motor neurons in SCI rats. Real-time PCR and western blot analysis revealed that the protective function of E2 was related to the suppression of LC3II and beclin-1 expression. Immunohistochemical study further confirmed that the immunoreactivity of LC3 in the motor neurons was down-regulated when treated with E2. In vitro studies demonstrated similar results that E2 pretreatment decreased the autophagic activity induced by rapamycin (autophagy sensitizer) and increased viability in a PC12 cell model. These results indicated that the neuroprotective effects of E2 in SCI are partly related to the suppression of excessive autophagy.","estradiol","pubmed"
"413","Olavo Biraghi Letaif, Alexandre Fogaça Cristante, Tarcísio Eloy Pessoa de Barros Filho, Ricardo Ferreira, Gustavo Bispo dos Santos, Ivan Dias da Rocha, Raphael Martus Marcon","Effects of estrogen on functional and neurological recovery after spinal cord injury: An experimental study with rats.",2015,"Clinics (Sao Paulo, Brazil)",NA,"2021-01-16 14:37:28","Journal Article","10.6061/clinics/2015(10)08","1980-5322",70,"To evaluate the functional and histological effects of estrogen as a neuroprotective agent after a standard experimentally induced spinal cord lesion. In this experimental study, 20 male Wistar rats were divided into two groups: one group with rats undergoing spinal cord injury (SCI) at T10 and receiving estrogen therapy with 17-beta estradiol (4mg/kg) immediately following the injury and after the placement of skin sutures and a control group with rats only subjected to SCI. A moderate standard experimentally induced SCI was produced using a computerized device that dropped a weight on the rat's spine from a height of 12.5 mm. Functional recovery was verified with the Basso, Beattie and Bresnahan scale on the 2nd, 7th, 14th, 21st, 28th, 35th and 42nd days after injury and by quantifying the motor-evoked potential on the 42nd day after injury. Histopathological evaluation of the SCI area was performed after euthanasia on the 42nd day. The experimental group showed a significantly greater functional improvement from the 28th to the 42nd day of observation compared to the control group. The experimental group showed statistically significant improvements in the motor-evoked potential compared with the control group. The results of pathological histomorphometry evaluations showed a better neurological recovery in the experimental group, with respect to the proportion and diameter of the quantified nerve fibers. Estrogen administration provided benefits in neurological and functional motor recovery in rats with SCI beginning at the 28th day after injury.","estradiol","pubmed"
"414","Laurivette Mosquera, Jennifer M Colón, José M Santiago, Aranza I Torrado, Margarita Meléndez, Annabell C Segarra, José F Rodríguez-Orengo, Jorge D Miranda","Tamoxifen and estradiol improved locomotor function and increased spared tissue in rats after spinal cord injury: their antioxidant effect and role of estrogen receptor alpha.",2014,"Brain research",NA,"2021-01-16 14:37:28","Journal Article","10.1016/j.brainres.2014.03.002","1872-6240",1561,"17β-Estradiol is a multi-active steroid that imparts neuroprotection via diverse mechanisms of action. However, its role as a neuroprotective agent after spinal cord injury (SCI), or the involvement of the estrogen receptor-alpha (ER-α) in locomotor recovery, is still a subject of much debate. In this study, we evaluated the effects of estradiol and of Tamoxifen (an estrogen receptor mixed agonist/antagonist) on locomotor recovery following SCI. To control estradiol cyclical variability, ovariectomized female rats received empty or estradiol filled implants, prior to a moderate contusion to the spinal cord. Estradiol improved locomotor function at 7, 14, 21, and 28 days post injury (DPI), when compared to control groups (measured with the BBB open field test). This effect was ER-α mediated, because functional recovery was blocked with an ER-α antagonist. We also observed that ER-α was up-regulated after SCI. Long-term treatment (28 DPI) with estradiol and Tamoxifen reduced the extent of the lesion cavity, an effect also mediated by ER-α. The antioxidant effects of estradiol were seen acutely at 2 DPI but not at 28 DPI, and this acute effect was not receptor mediated. Rats treated with Tamoxifen recovered some locomotor activity at 21 and 28 DPI, which could be related to the antioxidant protection seen at these time points. These results show that estradiol improves functional outcome, and these protective effects are mediated by the ER-α dependent and independent-mechanisms. Tamoxifen׳s effects during late stages of SCI support the use of this drug as a long-term alternative treatment for this condition.","estradiol","pubmed"
"415","Jing Zhou, Ping Lu, Hao Ren, Zefeng Zheng, Junfeng Ji, Hua Liu, Fangzhen Jiang, Shucai Ling, Boon Chin Heng, Xueqing Hu, HongWei Ouyang","17β-estradiol protects human eyelid-derived adipose stem cells against cytotoxicity and increases transplanted cell survival in spinal cord injury.",2014,"Journal of cellular and molecular medicine",NA,"2021-01-16 14:37:28","Journal Article","10.1111/jcmm.12191","1582-4934",18,"Stem cell transplantation represents a promising strategy for the repair of spinal cord injury (SCI). However, the low survival rate of the grafted cells is a major obstacle hindering clinical success because of ongoing secondary injury processes, which includes excitotoxicity, inflammation and oxidative stress. Previous studies have shown that 17b-estradiol (E2) protects several cell types against cytotoxicity. Thus, we examined the effects of E2 on the viability of human eyelid adipose-derived stem cells (hEASCs) in vitro with hydrogen peroxide (H₂O₂)-induced cell model and in vivo within a rat SCI model. Our results showed that E2 protected hEASCs against H₂O₂-induced cell death in vitro, and enhanced the survival of grafted hEASCs in vivo by reducing apoptosis. Additionally, E2 also enhanced the secretion of growth factors by hEASCs, thereby making the local microenvironment more conducive for tissue regeneration. Overall, E2 administration enhanced the therapeutic efficacy of hEASCs transplantation and facilitated motor function recovery after SCI. Hence, E2 administration may be an intervention of choice for enhancing survival of transplanted hEASCs after SCI.","estradiol","pubmed"
"416","Rong Hu, Haodong Sun, Qian Zhang, Jingyu Chen, Nan Wu, Hui Meng, Gaoyu Cui, Shengli Hu, Fei Li, Jiangkai Lin, Qi Wan, Hua Feng","G-protein coupled estrogen receptor 1 mediated estrogenic neuroprotection against spinal cord injury.",2012,"Critical care medicine",NA,"2021-01-16 14:37:28","Journal Article","10.1097/CCM.0b013e3182657560","1530-0293",40,"What underlies the protection of estrogen against spinal cord injury remains largely unclear. Here, we investigated the expression pattern of a new estrogen receptor, G-protein coupled estrogen receptor 1 in the spinal cord and its role in estrogenic protection against spinal cord injury. Department of Neurosurgery and Key Laboratory of Neurotrauma, Southwest Hospital. Male Sprague-Dawley rats. The animals subjected to spinal cord injury were divided into six groups and given vehicle solution, 17β-estradiol, or G-protein coupled estrogen receptor 1 agonist G-1 at 15 mins and 24 hrs postinjury, or given nuclear estrogen receptor antagonist ICI 182,780 at 1 hr before spinal cord injury followed by 17β-estradiol administration at 15 mins and 24 hrs postinjury, or given G-protein coupled estrogen receptor 1 specific antisense or random control oligonucleotide at 4 days before spinal cord injury followed by 17β-estradiol administration at 15 mins and 24 hrs postinjury. Male Sprague-Dawley rats were subjected to spinal cord injury using a weight-drop injury approach. Immunohistochemical assays were used to observe the distribution and cell-type expression pattern of G-protein coupled estrogen receptor 1. The terminal deoxynucleotidyl transferase dUTP nick-end labeling-staining assay and behavior tests were employed to assess the role of G-protein coupled estrogen receptor 1 in mediating estrogenic protection against spinal cord injury. We show that G-protein coupled estrogen receptor 1 is mainly distributed in the ventral horn and white matter of the spinal cord, which is totally different from nuclear estrogen receptors. We also show that G-protein coupled estrogen receptor 1 is specifically expressed by neurons, oligodendrocytes, and microglial cells, but not astrocytes. Furthermore, estrogen treatment prevents spinal cord injury-induced apoptotic cell death and enhances functional recovery after spinal cord injury, which can be mimicked by the specific G-protein coupled estrogen receptor 1 agonist G-1 and inhibited by specific knockdown of G-protein coupled estrogen receptor 1 expression, but not pure nuclear ER antagonist ICI 182,780. Finally, we show that estrogen or G-1 up-regulates the protein expression level of G-protein coupled estrogen receptor 1 to intensify estrogenic effects during spinal cord injury. These results reveal that G-protein coupled estrogen receptor 1 may mediate estrogenic neuroprotection against spinal cord injury, and underline the promising potential of estrogen with its new target G-protein coupled estrogen receptor 1 for the treatment of spinal cord injury patients.","estradiol","pubmed"
"417","Jee Y Lee, Soo Y Choi, Tae H Oh, Tae Y Yune","17β-Estradiol inhibits apoptotic cell death of oligodendrocytes by inhibiting RhoA-JNK3 activation after spinal cord injury.",2012,"Endocrinology",NA,"2021-01-16 14:37:28","Journal Article","10.1210/en.2012-1068","1945-7170",153,"A delayed oligodendrocyte cell death after spinal cord injury (SCI) contributes to chronic demyelination of spared axons, leading to a permanent neurological deficit. Therefore, therapeutic approaches to prevent oligodendrocyte cell death after SCI should be considered. Estrogens are well known to have a broad neuroprotective effect, but the protective effect of estrogens on oligodendrocytes after injury is largely unknown. Here, we demonstrated that 17β-estradiol attenuates apoptosis of oligodendrocytes by inhibiting RhoA and c-Jun-N-terminal kinase activation after SCI. Estrogen receptor (ER)-α and -β were expressed in oligodendrocytes of the spinal cord, and 17β-estradiol treatment significantly inhibited oligodendrocyte cell death at 7 d after injury as compared with vehicle (cyclodextrin) control. 17β-Estradiol also attenuated caspase-3 and -9 activation at 7 d and reduced the loss of axons from progressive degeneration. In addition, 17β-estradiol inhibited RhoA and JNK3 activation, which were activated and peaked at 3 and/or 5 d after injury. Furthermore, administration of Rho inhibitor, PEP-1-C3 exoenzyme, inhibited RhoA and JNK3 activation, and decreased phosphorylated c-Jun level at 5 d after injury. Additionally, the attenuation of RhoA and JNK3 activation as well as oligodendrocyte cell death by 17β-estradiol was reversed by ER antagonist, ICI182780. Our results thus indicate that 17β-estradiol treatment improves functional recovery after SCI in part by reducing oligodendrocyte cell death via inhibition of RhoA and JNK3 activation, which were ER dependent. Furthermore, improvement of hindlimb motor function by posttreatment of 17β-estradiol suggests its potential as a therapeutic agent for SCI patients.","estradiol","pubmed"
"418","Akkradate Siriphorn, Kelly A Dunham, Supin Chompoopong, Candace L Floyd","Postinjury administration of 17β-estradiol induces protection in the gray and white matter with associated functional recovery after cervical spinal cord injury in male rats.",2012,"The Journal of comparative neurology",NA,"2021-01-16 14:37:28","Journal Article","10.1002/cne.23056","1096-9861",520,"The majority of spinal cord injuries (SCIs) in the clinic occur at the lower cervical levels, resulting in both white and gray matter disruption. In contrast, most experimental models of SCI in rodents induce damage in the thoracic cord, resulting primarily in white matter disruption. To address this disparity, experimental cervical SCI models have been developed. Thus, we used a recently characterized model of cervical hemicontusion SCI in adult male rats to assess the potential therapeutic effect of post-SCI administration of 17β-estradiol. Rats received a hemicontusion at the level of the fifth cervical vertebra (C5) followed by administration of 17β-estradiol via a slow release pellet (0.5 or 5.0 mg/pellet) beginning at 30 minutes post-SCI. Behavioral evaluation of skilled and unskilled forelimb function and locomotor function were conducted for 7 weeks after SCI. Upon conclusion of the behavioral assessments, spinal cords were collected and histochemistry and stereology were conducted to evaluate the effect of treatment on the lesion characteristics. We found that post-SCI administration of 17β-estradiol decreased neuronal loss in the ventral horn, decreased reactive astrogliosis, decreased the immune response, and increased white mater sparing at the lesion epicenter. Additionally, post-SCI administration of 17β-estradiol improved skilled forelimb function and locomotor function. Taken together, these data suggest that post-SCI administration of 17β-estradiol protected both the gray and white matter in cervical SCI. Moreover, this treatment improved function on skilled motor tasks that involve both gray and white matter components, suggesting that this is likely a highly clinically relevant protective strategy.","estradiol","pubmed"
"419","Supriti Samantaray, Joshua A Smith, Arabinda Das, Denise D Matzelle, Abhay K Varma, Swapan K Ray, Naren L Banik","Low dose estrogen prevents neuronal degeneration and microglial reactivity in an acute model of spinal cord injury: effect of dosing, route of administration, and therapy delay.",2011,"Neurochemical research",NA,"2021-01-16 14:37:28","Journal Article","10.1007/s11064-011-0498-y","1573-6903",36,"Spinal cord injury (SCI), depending on the severity of injury, leads to neurological dysfunction and paralysis. Methylprednisolone, the only currently available therapy renders limited protection in SCI. Therefore, other therapeutic agents must be tested to maximize neuroprotection and functional recovery. Previous data from our laboratory indicate that estrogen (17β-estradiol) at a high dose may attenuate multiple damaging pathways involved in SCI and improve locomotor outcome. Since use of high dose estrogen may have detrimental side effects and therefore may never be used in the clinic, the current study investigated the efficacy of this steroid hormone at very low doses in SCI. In particular, we tested the impact of dosing (1-10 μg/kg), mode of delivery (intravenous vs. osmotic pump), and delay in estrogen application (15 min-4 h post-SCI) on microgliosis and neuronal death in acute SCI in rats. Treatment with 17β-estradiol (1-10 μg/kg) significantly reduced microglial activation and also attenuated apoptosis of neurons compared to untreated SCI animals. The attenuation of cell death and inflammation by estrogen was observed regardless of mode and time of delivery following injury. These findings suggest estrogen as a potential agent for the treatment of individuals with SCI.","estradiol","pubmed"
"420","N J Doperalski, M S Sandhu, R W Bavis, P J Reier, D D Fuller","Ventilation and phrenic output following high cervical spinal hemisection in male vs. female rats.",2008,"Respiratory physiology & neurobiology",NA,"2021-01-16 14:37:28","Comparative Study","10.1016/j.resp.2008.06.005","1569-9048",162,"Female sex hormones influence the neural control of breathing and may impact neurologic recovery from spinal cord injury. We hypothesized that respiratory recovery after C2 spinal hemisection (C2HS) differs between males and females and is blunted by prior ovariectomy (OVX) in females. Inspiratory tidal volume (VT), frequency (fR), and ventilation (VE) were quantified during quiet breathing (baseline) and 7% CO2 challenge before and after C2HS in unanesthetized adult rats via plethysmography. Baseline breathing was similarly altered in all rats (reduced VT, elevated fR) but during hypercapnia females had relatively higher VT (i.e. compared to pre-injury) than male or OVX rats (p<0.05). Phrenic neurograms recorded in anesthetized rats indicated that normalized burst amplitude recorded ipsilateral to C2HS (i.e. the crossed phrenic phenomenon) is greater in females during respiratory challenge (p<0.05 vs. male and OVX). We conclude that sex differences in recovery of VT and phrenic output are present at 2 weeks post-C2HS. These differences are consistent with the hypothesis that ovarian sex hormones influence respiratory recovery after cervical spinal cord injury.","estradiol","pubmed"
"421","Marie-Françoise Ritz, Oliver N Hausmann","Effect of 17beta-estradiol on functional outcome, release of cytokines, astrocyte reactivity and inflammatory spreading after spinal cord injury in male rats.",2008,"Brain research",NA,"2021-01-16 14:37:28","Journal Article","10.1016/j.brainres.2008.01.091","0006-8993",1203,"The effect of 17beta-estradiol on the secondary damage following spinal cord injury (SCI) was examined in male rats subjected to moderate compression. Two doses of 17beta-estradiol (0.1 or 4 mg/kg) were injected i.p. immediately after spinal cord compression. Functional outcome was observed during 4 weeks following injury with two different tests. Release of cytokines (IL-1alpha, IL-1beta and IL-6) was assessed 6 h, 3 days and 1 week post-injury. Reactive astrocytes expressing the glial fibrillary acidic protein GFAP and vimentin, and diffusion of CD68-positive inflammatory cells were examined from 3 days to 4 weeks following SCI. Treatment with 17beta-estradiol significantly increased locomotor function from the first week until 4 weeks post-SCI. The injured spinal cord of 17beta-estradiol-treated rats expressed more IL-1alpha, IL-1beta and IL-6 than controls 6 h after injury. Moreover, 17beta-estradiol-treated rats showed reactive astrocytes as soon as 3 days following SCI, with increased GFAP expression, smaller lesion areas and more limited diffusion of CD68-positive cells after 1 week post-injury compared to controls. The number of CD68-positive cells was also reduced in 17beta-estradiol-treated rats one week post-SCI. However, these differences between 17beta-estradiol-treated and control rats disappeared after 4 weeks. These results suggest that 17beta-estradiol protects the spinal cord by stimulating early cytokines release and astroglial responses. These stimulations may prevent the area of damage from expanding and inflammatory cells to spread in the surrounding tissue during the critical first week following SCI. Although transient, these effects improved the locomotor recovery that was sustained over 4 weeks after injury.","estradiol","pubmed"
"422","Salvatore Cuzzocrea, Tiziana Genovese, Emanuela Mazzon, Emanuela Esposito, Rosanna Di Paola, Carmelo Muià, Concetta Crisafulli, Angelo Peli, Placido Bramanti, Irshad H Chaudry","Effect of 17beta-estradiol on signal transduction pathways and secondary damage in experimental spinal cord trauma.",2008,"Shock (Augusta, Ga.)",NA,"2021-01-16 14:37:28","Journal Article","10.1097/shk.0b013e31814545dc","1073-2322",29,"Because studies have shown that 17beta-estradiol (E2) produces anti-inflammatory effects after various adverse circulatory conditions, we examined whether administration of E2 before spinal cord injury (SCI) has any salutary effects in reducing SCI. Spinal cord injury was induced by the application of vascular clips (force of 24 g) to the dura via a four-level T5-T8 laminectomy. To gain a better insight into the mechanism of action of the anti-inflammatory effects of E2, the following end points of the inflammatory process were evaluated: (1) spinal cord inflammation and tissue injury (histological score); (2) neutrophil infiltration (myeloperoxidase activity); (3) expression of iNOS, nitrotyrosine, and COX-2; (4) apoptosis (terminal deoxynucleotidyltransferase-mediated UTP end labeling staining and Bax and Bcl-2 expression); and (5) tissue TNF-alpha, IL-6, IL-1beta, and monocyte chemoattractant protein 1 levels. In another set of experiments, the pretreatment or posttreatment with E2 significantly ameliorates the recovery of limb function (evaluated by motor recovery score). To elucidate whether the protective effects of E2 were mediated via the estrogen receptors, we investigated the effect of an estrogen receptor antagonist, ICI 182,780, on the protective effects of E2. ICI 182,780 (500 microg/kg, s.c., 1 h before treatment with E2) significantly antagonized the effect of the E2 and abolished the protective effect against SCI. Taken together, our results clearly demonstrate that administration of E2 before SCI reduces the development of inflammation and tissue injury associated with spinal cord trauma.","estradiol","pubmed"
"423","Pimonporn Chaovipoch, Karen A Bozak Jelks, Lynnette M Gerhold, Eric J West, Sukumal Chongthammakun, Candace L Floyd","17beta-estradiol is protective in spinal cord injury in post- and pre-menopausal rats.",2006,"Journal of neurotrauma",NA,"2021-01-16 14:37:28","Journal Article","10.1089/neu.2006.23.830","0897-7151",23,"The neuroprotective effects of 17 beta -estradiol have been shown in models of central nervous system injury, including ischemia, brain injury, and more recently, spinal cord injury (SCI). Recent epidemiological trends suggest that SCIs in elderly women are increasing; however, the effects of menopause on estrogen-mediated neuroprotection are poorly understood. The objective of this study was to evaluate the effects of 17beta-estradiol and reproductive aging on motor function, neuronal death, and white matter sparing after SCI of post- and pre-menopausal rats. Two-month-old or 1- year-old female rats were ovariectomized and implanted with a silastic capsule containing 180 microg/mL of 17beta-estradiol or vehicle. Complete crush SCI at T8-9 was performed 1 week later. Additional animals of each age group were left ovary-intact but were spinal cord injured. The Basso, Beattie, Bresnahan (BBB) locomotor test was performed. Spinal cords were collected on post-SCI days 1, 7, and 21, and processed for histological markers. Administration of 17beta-estradiol to ovariectomized rats improved recovery of hind-limb locomotion, increased white matter sparing, and decreased apoptosis in both the post- and pre-menopausal rats. Also, ovary-intact 1-year-old rats did worse than ovary-intact 2-month-old rats, suggesting that endogenous estrogen confers neuroprotection in young rats, which is lost in older animals. Taken together, these data suggest that estrogen is neuroprotective in SCI and that the loss of endogenous estrogen-mediated neuroprotective seen in older rats can be attenuated with exogenous administration of 17beta-estradiol.","estradiol","pubmed"
"424","Tae Y Yune, Sun J Kim, Sang M Lee, Young K Lee, Young J Oh, Young C Kim, George J Markelonis, Tae H Oh","Systemic administration of 17beta-estradiol reduces apoptotic cell death and improves functional recovery following traumatic spinal cord injury in rats.",2004,"Journal of neurotrauma",NA,"2021-01-16 14:37:28","Journal Article","10.1089/089771504322972086","0897-7151",21,"Recent evidence indicates that estrogen exerts neuroprotective effects in both brain injury and neurodegenerative diseases. We examined the protective effect of estrogen on functional recovery after spinal cord injury (SCI) in rats. 17beta-estradiol (3, 100, or 300 microg/kg) was administered intravenously 1-2 h prior to injury (pre-treatment), and animals were then subjected to a mild, weight-drop spinal cord contusion injury. Estradiol treatment significantly improved hind limb motor function as determined by the Basso-Beattie-Bresnahan (BBB) locomotor open field behavioral rating test. Fifteen to 30 days after SCI, BBB scores were significantly higher in estradiol-treated (100 microg/kg) rats when compared to vehicle-treated rats. Morphological analysis showed that lesion sizes increased progressively in either vehicle-treated or 17beta-estradiol-treated spinal cords. However, in response to treatment with 17beta-estradiol, the lesion size was significantly reduced 18-28 days after SCI when compared to vehicle-treated controls. Terminal deoxynucleotidyl transferase-mediated UTP nickend labeling (TUNEL) staining and DNA gel electrophoresis revealed that apoptotic cell death peaked 24-48 h after injury. Also, SCI induced a marked increase in activated caspase-3 in the spinal cord, evident by 4 h after injury. However, administration of 17beta-estradiol significantly reduced the SCI-induced increase in apoptotic cell death and caspase-3 activity after SCI. Furthermore, 17beta-estradiol significantly increased expression of the anti-apoptotic genes, bcl-2 and bcl-x, after SCI while expression of the pro-apoptotic genes, bad and bax, was not affected by drug treatment. Finally, intravenous administration of 17beta-estradiol (100 microg/kg) immediately after injury (post-treatment) also significantly improved hind limb motor function 19-30 days after SCI compared to vehicle-treated controls. These data suggest that after SCI, 17 beta-estradiol treatment improved functional recovery in the injured rat, in part, by reducing apoptotic cell death.","estradiol","pubmed"
"425","Hui Wang, Wen-Xian Zhou, Jin-Feng Huang, Xuan-Qi Zheng, Hai-Jun Tian, Bin Wang, Wei-Li Fu, Ai-Min Wu","Endocrine Therapy for the Functional Recovery of Spinal Cord Injury.",2020,"Frontiers in neuroscience",NA,"2021-01-16 14:37:56","Journal Article","10.3389/fnins.2020.590570","1662-4548",14,"Spinal cord injury (SCI) is a major cause of physical disability and leads to patient dissatisfaction with their quality of life. Patients with SCI usually exhibit severe clinical symptoms, including sensory and motor dysfunction below the injured levels, paraplegia, quadriplegia and urinary retention, which can exacerbate the substantial medical and social burdens. The major pathological change observed in SCI is inflammatory reaction, which induces demyelination, axonal degeneration, and the apoptosis and necrosis of neurons. Traditional medical treatments are mainly focused on the recovery of motor function and prevention of complications. To date, numerous studies have been conducted to explore the cellular and molecular mechanism of SCI and have proposed lots of effective treatments, but the clinical applications are still limited due to the complex pathogenesis and poor prognosis after SCI. Endocrine hormones are kinds of molecules that are synthesized by specialized endocrine organs and can participate in the regulation of multiple physiological activities, and their protective effects on several disorders have been widely discussed. In addition, many studies have identified that endocrine hormones can promote nerve regeneration and functional recovery in individuals with central nervous system diseases. Therefore, studies investigating the clinical applications of endocrine hormones as treatments for SCI are necessary. In this review, we described the neuroprotective roles of several endocrine hormones in SCI; endocrine hormone administration reduces cell death and promotes functional repair after SCI. We also proposed novel therapies for SCI.","estrogen","pubmed"
"426","Andrew N Stewart, Steven M MacLean, Arnold J Stromberg, Jessica P Whelan, William M Bailey, John C Gensel, Melinda E Wilson","Considerations for Studying Sex as a Biological Variable in Spinal Cord Injury.",2020,"Frontiers in neurology",NA,"2021-01-16 14:37:56","Journal Article","10.3389/fneur.2020.00802","1664-2295",11,"In response to NIH initiatives to investigate sex as a biological variable in preclinical animal studies, researchers have increased their focus on male and female differences in neurotrauma. Inclusion of both sexes when modeling neurotrauma is leading to the identification of novel areas for therapeutic and scientific exploitation. Here, we review the organizational and activational effects of sex hormones on recovery from injury and how these changes impact the long-term health of spinal cord injury (SCI) patients. When determining how sex affects SCI it remains imperative to expand outcomes beyond locomotor recovery and consider other complications plaguing the quality of life of patients with SCI. Interestingly, the SCI field predominately utilizes female rodents for basic science research which contrasts most other male-biased research fields. We discuss the unique caveats this creates to the translatability of preclinical research in the SCI field. We also review current clinical and preclinical data examining sex as biological variable in SCI. Further, we report how technical considerations such as housing, size, care management, and age, confound the interpretation of sex-specific effects in animal studies of SCI. We have uncovered novel findings regarding how age differentially affects mortality and injury-induced anemia in males and females after SCI, and further identified estrus cycle dysfunction in mice after injury. Emerging concepts underlying sexually dimorphic responses to therapy are also discussed. Through a combination of literature review and primary research observations we present a practical guide for considering and incorporating sex as biological variable in preclinical neurotrauma studies.","estrogen","pubmed"
